Referenzstring|Style|Literaturtyp|BibTeX
"Willi Marten, Aylin Ehrlich, Vincenz Niggemann, and Carl Herrig. 1991. So Shall You Reap. Dry : A Memoir. Pennsylvania State University Press, Qinglin.
"|acm|book|"@book{Marten.1991,
 author = {Marten, Willi and Ehrlich, Aylin and Niggemann, Vincenz and Herrig, Carl},
 year = {1991},
 title = {So Shall You Reap},
 publisher = {{Pennsylvania State University Press}},
 address = {Qinglin},
 series = {Dry : A Memoir}
}


"
"Elselotte Listl, Annedoris Gietl, Ingetraut Romy Bulut, and Monica Keskin. 2022. Happiness Falls. The Hobbit, Vol. 5. Columbia University Press.
"|acm|book|"@book{Listl.2022,
 author = {Listl, Elselotte and Gietl, Annedoris and Bulut, Ingetraut Romy and Keskin, Monica},
 year = {2022},
 title = {Happiness Falls},
 volume = {5},
 publisher = {{Columbia University Press}},
 month = {April},
 series = {The Hobbit}
}


"
"Dimitri Lipfert, Stefani Stier, and Luitgart Kieninger. 2009. Molekularbiologie: Die Bausteine des Lebens im Detail. Edinburgh University Press.
"|acm|book|"@book{Lipfert.2009,
 author = {Lipfert, Dimitri and Stier, Stefani and Kieninger, Luitgart},
 year = {2009},
 title = {Molekularbiologie: Die Bausteine des Lebens im Detail},
 publisher = {{Edinburgh University Press}},
 month = {June}
}


"
"Bernadine Langendorf, Sieglind Stallmann, and Nora Eckermann. 1981. Was ich nie gesagt habe. World Scientific Publishing.
"|acm|book|"@book{Langendorf.1981,
 author = {Langendorf, Bernadine and Stallmann, Sieglind and Eckermann, Nora},
 year = {1981},
 title = {Was ich nie gesagt habe},
 publisher = {{World Scientific Publishing}}
}


"
"Auguste Lanz, Sibylle Restle, Constantin Kind, and Martha Armstrong. 2018. Storm Watch. Die Zauberfrau, Vol. 3. Hachette Book Group USA.
"|acm|book|"@book{Lanz.2018,
 author = {Lanz, Auguste and Restle, Sibylle and Kind, Constantin and Armstrong, Martha},
 year = {2018},
 title = {Storm Watch},
 volume = {3},
 publisher = {{Hachette Book Group USA}},
 month = {February},
 series = {Die Zauberfrau}
}


"
"Niklaus Fynn Larsen, Toralf Clark, and Ignazia Czarnecki. 2017. Das Vermächtnis der Ahnen (4th ed.). Springer Nature.
"|acm|book|"@book{Larsen.2017,
 author = {Larsen, Niklaus Fynn and Clark, Toralf and Czarnecki, Ignazia},
 year = {2017},
 title = {Das Verm{\""a}chtnis der Ahnen},
 publisher = {{Springer Nature}},
 month = {August},
 edition = {4th}
}


"
"Leonhard Leonardo Ledermann and Mariegret-Veronica Fritzsch. 2003. Neuroplastizität: Wie das Gehirn sich verändert und lernt. Vol. 1. Gale (Cengage Learning), Lucas.
"|acm|book|"@book{Ledermann.2003,
 author = {Ledermann, Leonhard Leonardo and Fritzsch, Mariegret-Veronica},
 year = {2003},
 title = {Neuroplastizit{\""a}t: Wie das Gehirn sich ver{\""a}ndert und lernt},
 volume = {1},
 publisher = {{Gale (Cengage Learning)}},
 month = {September},
 address = {Lucas}
}


"
"Valerie Lehmkuhl, Ingeruth Spang, and Werner Betten. 1981. Der Fluch der Hexe. University of Chicago Press.
"|acm|book|"@book{Lehmkuhl.1981,
 author = {Lehmkuhl, Valerie and Spang, Ingeruth and Betten, Werner},
 year = {1981},
 title = {Der Fluch der Hexe},
 publisher = {{University of Chicago Press}}
}


"
"Annedore Hannmeike Lehne. 1987. Fast Women. Arabella Dahmen (Ed.). Duke University Press, Richards Bay.
"|acm|book|"@book{Lehne.1987,
 author = {Lehne, Annedore Hannmeike},
 year = {1987},
 title = {Fast Women},
 publisher = {{Duke University Press}},
 month = {August},
 address = {Richards Bay},
 editor = {Dahmen, Arabella}
}


"
"Manja Lehne. 2007. Mientras Escribo (2nd ed.). Emerald Publishing.
"|acm|book|"@book{Lehne.2007,
 author = {Lehne, Manja},
 year = {2007},
 title = {Mientras Escribo},
 publisher = {{Emerald Publishing}},
 edition = {2nd}
}


"
"Marga Leifeld. 1981. The Great Gatsby. Vol. 1. Simon & Schuster, Inc, Télimélé.
"|acm|book|"@book{Leifeld.1981,
 author = {Leifeld, Marga},
 year = {1981},
 title = {The Great Gatsby},
 volume = {1},
 publisher = {{Simon {\&} Schuster, Inc}},
 month = {June},
 address = {T{\'e}lim{\'e}l{\'e}}
}


"
"Aline Lemke. 1980. Angels & Insects : Two Novellas (1st ed.). Emerald Publishing.
"|acm|book|"@book{Lemke.1980,
 author = {Lemke, Aline},
 year = {1980},
 title = {Angels {\&} Insects : Two Novellas},
 publisher = {{Emerald Publishing}},
 edition = {1st}
}


"
"Jamie Lemke and Lilian Michaela Ihl. 1999. Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem. Brill Academic Publishers, Xiaohenglong.
"|acm|book|"@book{Lemke.1999,
 author = {Lemke, Jamie and Ihl, Lilian Michaela},
 year = {1999},
 title = {Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem},
 publisher = {{Brill Academic Publishers}},
 address = {Xiaohenglong}
}


"
"Adi Korbinian Lemmen, Rosemie Rauser, and Ignazia Czarnecki. 1981. Pragmatik: Die Verwendung von Sprache im sozialen Kontext verstehen. Blackwell Publishing.
"|acm|book|"@book{Lemmen.1981,
 author = {Lemmen, Adi Korbinian and Rauser, Rosemie and Czarnecki, Ignazia},
 year = {1981},
 title = {Pragmatik: Die Verwendung von Sprache im sozialen Kontext verstehen},
 publisher = {{Blackwell Publishing}},
 month = {May}
}


"
"Augustine Lenke and Nikolaus-Jonny Sehr. 1994. Artificial Intelligence: Foundations of Computational Agents. Random House, Inc.
"|acm|book|"@book{Lenke.1994,
 author = {Lenke, Augustine and Sehr, Nikolaus-Jonny},
 year = {1994},
 title = {Artificial Intelligence: Foundations of Computational Agents},
 publisher = {{Random House, Inc}},
 month = {August}
}


"
"Fridolin Lerch and Nele Gröbner. 2000. The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War (4th ed.). HarperCollins Publishers, Trenton.
"|acm|book|"@book{Lerch.2000,
 author = {Lerch, Fridolin and Gr{\""o}bner, Nele},
 year = {2000},
 title = {The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War},
 publisher = {{HarperCollins Publishers}},
 address = {Trenton},
 edition = {4th}
}


"
"Rosegret Lesser. 2007. Bless The Beasts And Children : Bless The Beasts And Children (4th ed.). Berghahn Books.
"|acm|book|"@book{Lesser.2007,
 author = {Lesser, Rosegret},
 year = {2007},
 title = {Bless The Beasts And Children : Bless The Beasts And Children},
 publisher = {{Berghahn Books}},
 edition = {4th}
}


"
"Annabell Leukel, Myriam Steinig, Smilla Mehner, and Wolfbert Hillmann. 2022. The White Lady. Simon & Schuster, Inc.
"|acm|book|"@book{Leukel.2022,
 author = {Leukel, Annabell and Steinig, Myriam and Mehner, Smilla and Hillmann, Wolfbert},
 year = {2022},
 title = {The White Lady},
 publisher = {{Simon {\&} Schuster, Inc}}
}


"
"Marianne Leukel. 1988. Starling House. University of California Press.
"|acm|book|"@book{Leukel.1988,
 author = {Leukel, Marianne},
 year = {1988},
 title = {Starling House},
 publisher = {{University of California Press}},
 month = {December}
}


"
"Winfriede Leukel and Adina Herbertz. 2021. Spoken Language Processing: A Guide to Theory, Algorithm, and System Development (4th ed.). Vol. 1. University of California Press, Maliang.
"|acm|book|"@book{Leukel.2021,
 author = {Leukel, Winfriede and Herbertz, Adina},
 year = {2021},
 title = {Spoken Language Processing: A Guide to Theory, Algorithm, and System Development},
 volume = {1},
 publisher = {{University of California Press}},
 month = {December},
 address = {Maliang},
 edition = {4th}
}


"
"Gerold Leuschner. 2011. The Secret. Vol. 1. Sage Publications. Forever... : A Novel of Good and Evil, Love and Hope.
"|acm|book|"@book{Leuschner.2011,
 author = {Leuschner, Gerold},
 year = {2011},
 title = {The Secret},
 volume = {1},
 publisher = {{Sage Publications}},
 month = {October},
 note = {Forever... : A Novel of Good and Evil, Love and Hope}
}


"
"Golo Levermann, Clara Siegrun Liebing, and Annerose Fessler. 2014. The Legacy of the Sorceress (5th ed.). Simon & Schuster, Inc, Shimen.
"|acm|book|"@book{Levermann.2014,
 author = {Levermann, Golo and Liebing, Clara Siegrun and Fessler, Annerose},
 year = {2014},
 title = {The Legacy of the Sorceress},
 publisher = {{Simon {\&} Schuster, Inc}},
 month = {June},
 address = {Shimen},
 edition = {5th}
}


"
"Mina Lewandowski, Thomas Reinecke, Notker Klose, and Nancy Reincke. 2012. Fourth Wing. Gift From The Sea, Sigune Schiel (Ed.). Stanford University Press.
"|acm|book|"@book{Lewandowski.2012,
 author = {Lewandowski, Mina and Reinecke, Thomas and Klose, Notker and Reincke, Nancy},
 year = {2012},
 title = {Fourth Wing},
 publisher = {{Stanford University Press}},
 editor = {Schiel, Sigune},
 series = {Gift From The Sea}
}


"
"Jonas Wernfried Li, Heidegunde Specht, and Conrad Schroth. 1991. Paläontologie: Die Geschichte des Lebens auf der Erde rekonstruieren. World According to Garp: A Novel. Edinburgh University Press.
"|acm|book|"@book{Li.1991,
 author = {Li, Jonas Wernfried and Specht, Heidegunde and Schroth, Conrad},
 year = {1991},
 title = {Pal{\""a}ontologie: Die Geschichte des Lebens auf der Erde rekonstruieren},
 publisher = {{Edinburgh University Press}},
 series = {World According to Garp: A Novel}
}


"
"Dietgard Liebhart. 1989. My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell. Vol. 4. Gale (Cengage Learning).
"|acm|book|"@book{Liebhart.1989,
 author = {Liebhart, Dietgard},
 year = {1989},
 title = {My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell},
 volume = {4},
 publisher = {{Gale (Cengage Learning)}},
 month = {January}
}


"
"Heinrich Lieder, Rembert Kobler, and Hildebert Bäuerlein. 1988. Biomedizinische Technik: Innovationen für die Gesundheitsversorgung von morgen. Wiley.
"|acm|book|"@book{Lieder.1988,
 author = {Lieder, Heinrich and Kobler, Rembert and B{\""a}uerlein, Hildebert},
 year = {1988},
 title = {Biomedizinische Technik: Innovationen f{\""u}r die Gesundheitsversorgung von morgen},
 publisher = {Wiley}
}


"
"Helm Lienau, Sigmut Hinsch, and Gebhard Harm. 1994. Bioinformatik: Datenanalyse in der Biologie und Genetik (2nd ed.). Vol. 1. Cornell University Press, Iúna.
"|acm|book|"@book{Lienau.1994,
 author = {Lienau, Helm and Hinsch, Sigmut and Harm, Gebhard},
 year = {1994},
 title = {Bioinformatik: Datenanalyse in der Biologie und Genetik},
 volume = {1},
 publisher = {{Cornell University Press}},
 address = {I{\'u}na},
 edition = {2nd}
}


"
"Susanna Ingetrud Lietz, Ingelene Weers, Richardis Brendle, and Waldfriede Stier. 1988. Iron Flame. Indiana University Press, Lapaz. World According to Garp: A Novel.
"|acm|book|"@book{Lietz.1988,
 author = {Lietz, Susanna Ingetrud and Weers, Ingelene and Brendle, Richardis and Stier, Waldfriede},
 year = {1988},
 title = {Iron Flame},
 publisher = {{Indiana University Press}},
 month = {August},
 address = {Lapaz},
 note = {World According to Garp: A Novel}
}


"
"Alicia Lingner. 2022. Harry Potter and the Deathly Hallows (5th ed.). Irmlind Reiner (Ed.). Princeton University Press, Um Jar Al Gharbiyya.
"|acm|book|"@book{Lingner.2022,
 author = {Lingner, Alicia},
 year = {2022},
 title = {Harry Potter and the Deathly Hallows},
 publisher = {{Princeton University Press}},
 month = {November},
 address = {Um Jar Al Gharbiyya},
 editor = {Reiner, Irmlind},
 edition = {5th}
}


"
"Jannis Linhart, Thomas Reinecke, Helmtrud Postler, and Theobald Konopka. 1997. Fairy Tale. Yale University Press.
"|acm|book|"@book{Linhart.1997,
 author = {Linhart, Jannis and Reinecke, Thomas and Postler, Helmtrud and Konopka, Theobald},
 year = {1997},
 title = {Fairy Tale},
 publisher = {{Yale University Press}},
 month = {July}
}


"
"Schorsch Lippold, Hannsgeorg Schlink, Herward Büttgen, and Linde Kalkbrenner. 1981. Throne of the Fallen. Vol. 4. IGI Global, Hudson.
"|acm|book|"@book{Lippold.1981,
 author = {Lippold, Schorsch and Schlink, Hannsgeorg and B{\""u}ttgen, Herward and Kalkbrenner, Linde},
 year = {1981},
 title = {Throne of the Fallen},
 volume = {4},
 publisher = {{IGI Global}},
 month = {August},
 address = {Hudson}
}


"
"Sigolf Maske. 2010. Trust (2nd ed.). Manchester University Press.
"|acm|book|"@book{Maske.2010,
 author = {Maske, Sigolf},
 year = {2010},
 title = {Trust},
 publisher = {{Manchester University Press}},
 edition = {2nd}
}


"
"Lana Annabelle Mathis. 1984. Pet Sematary. Random House, Inc, Qionghai.
"|acm|book|"@book{Mathis.1984,
 author = {Mathis, Lana Annabelle},
 year = {1984},
 title = {Pet Sematary},
 publisher = {{Random House, Inc}},
 month = {February},
 address = {Qionghai}
}


"
"Trude Matthäi. 1988. Harry Potter and the Half-Blood Prince. Waiting to Exhale. Oxford University Press, Ritaebang.
"|acm|book|"@book{Matthai.1988,
 author = {Matth{\""a}i, Trude},
 year = {1988},
 title = {Harry Potter and the Half-Blood Prince},
 publisher = {{Oxford University Press}},
 month = {December},
 address = {Ritaebang},
 series = {Waiting to Exhale}
}


"
"Stella Nacke. 1983. Prize Stories, 1987: The O'Henry Awards. Harvard University Press, Tarragona.
"|acm|book|"@book{Nacke.1983,
 author = {Nacke, Stella},
 year = {1983},
 title = {Prize Stories, 1987: The O'Henry Awards},
 publisher = {{Harvard University Press}},
 month = {February},
 address = {Tarragona}
}


"
"Elfgund Narr, Chantal Annelinde Koberstein, Magnus Doppelpunkt, and Karen Buder. 1996. Above Ground. Lintrud Knipp (Ed.). Gale (Cengage Learning), Magalalag.
"|acm|book|"@book{Narr.1996,
 author = {Narr, Elfgund and Koberstein, Chantal Annelinde and Doppelpunkt, Magnus and Buder, Karen},
 year = {1996},
 title = {Above Ground},
 publisher = {{Gale (Cengage Learning)}},
 month = {May},
 address = {Magalalag},
 editor = {Knipp, Lintrud}
}


"
"Einhard Til Nawrath. 1981. Every Breath You Take : A True Story of Obsession, Revenge, and Murder (1st ed.). John Hopkins University Press, Bherāmāra.
"|acm|book|"@book{Nawrath.1981,
 author = {Nawrath, Einhard Til},
 year = {1981},
 title = {Every Breath You Take : A True Story of Obsession, Revenge, and Murder},
 publisher = {{John Hopkins University Press}},
 month = {January},
 address = {Bherāmāra},
 edition = {1st}
}


"
"Fabienne Nerlich. 2021. Eva Luna (4th ed.). Marten Kretschmar (Ed.). Cornell University Press.
"|acm|book|"@book{Nerlich.2021,
 author = {Nerlich, Fabienne},
 year = {2021},
 title = {Eva Luna},
 publisher = {{Cornell University Press}},
 editor = {Kretschmar, Marten},
 edition = {4th}
}


"
"Ivette Neubert and Aileen Leib. 2001. Thermodynamische Modelle und Simulationen. Jolanda Hübl (Ed.). Oxford University Press.
"|acm|book|"@book{Neubert.2001,
 author = {Neubert, Ivette and Leib, Aileen},
 year = {2001},
 title = {Thermodynamische Modelle und Simulationen},
 publisher = {{Oxford University Press}},
 editor = {H{\""u}bl, Jolanda}
}


"
"Nicholas Neufeld, Sonja Käfer, and Anneke Ellis. 2016. Materialwissenschaften: Neue Werkstoffe für innovative Technologien entwickeln (2nd ed.). CHILD IS BORN, A, Ferhart Kamin (Ed.). Peter Lang.
"|acm|book|"@book{Neufeld.2016,
 author = {Neufeld, Nicholas and K{\""a}fer, Sonja and Ellis, Anneke},
 year = {2016},
 title = {Materialwissenschaften: Neue Werkstoffe f{\""u}r innovative Technologien entwickeln},
 publisher = {{Peter Lang}},
 month = {April},
 editor = {Kamin, Ferhart},
 series = {CHILD IS BORN, A},
 edition = {2nd}
}


"
"Fiona Neumaier. 1980. James and the Giant Peach. Duke University Press.
"|acm|book|"@book{Neumaier.1980,
 author = {Neumaier, Fiona},
 year = {1980},
 title = {James and the Giant Peach},
 publisher = {{Duke University Press}},
 month = {May}
}


"
"Waldtraud Neumeier and Kristian Kolz. 1986. The Day We Found the Universe. Oxford University Press.
"|acm|book|"@book{Neumeier.1986,
 author = {Neumeier, Waldtraud and Kolz, Kristian},
 year = {1986},
 title = {The Day We Found the Universe},
 publisher = {{Oxford University Press}},
 month = {September}
}


"
"Germut Nicklas, Wolfried Feldmann, John Stutz, and Theodeline Wroblewski. 2022. Alex Cross must Die (4th ed.). Blackwell Publishing, Xinchong.
"|acm|book|"@book{Nicklas.2022,
 author = {Nicklas, Germut and Feldmann, Wolfried and Stutz, John and Wroblewski, Theodeline},
 year = {2022},
 title = {Alex Cross must Die},
 publisher = {{Blackwell Publishing}},
 month = {September},
 address = {Xinchong},
 edition = {4th}
}


"
"Caja Niebuhr, Alwin Gutierrez, and Hanno Blümel. 1993. Vertikales Gärtnern: Platzsparende Ideen für kleine Gärten oder Balkone. Berghahn Books.
"|acm|book|"@book{Niebuhr.1993,
 author = {Niebuhr, Caja and Gutierrez, Alwin and Bl{\""u}mel, Hanno},
 year = {1993},
 title = {Vertikales G{\""a}rtnern: Platzsparende Ideen f{\""u}r kleine G{\""a}rten oder Balkone},
 publisher = {{Berghahn Books}},
 month = {November}
}


"
"Chantale Niederberger. 1980. The Subtle Knife. Vol. 5, Sigune Schiel (Ed.). Ashgate Publishing.
"|acm|book|"@book{Niederberger.1980,
 author = {Niederberger, Chantale},
 year = {1980},
 title = {The Subtle Knife},
 volume = {5},
 publisher = {{Ashgate Publishing}},
 month = {July},
 editor = {Schiel, Sigune}
}


"
"Guntmar Niedermeyer. 1992. The King of Torts. University of Chicago Press, Shengping.
"|acm|book|"@book{Niedermeyer.1992,
 author = {Niedermeyer, Guntmar},
 year = {1992},
 title = {The King of Torts},
 publisher = {{University of Chicago Press}},
 month = {June},
 address = {Shengping}
}


"
"Irmhilde Nielsen, Mia Westphal, and Elrike-Mechtild Krinke. 1998. The Secret of the Lost City. Lennox Rösener (Ed.). Princeton University Press. Degree of Guilt.
"|acm|book|"@book{Nielsen.1998,
 author = {Nielsen, Irmhilde and Westphal, Mia and Krinke, Elrike-Mechtild},
 year = {1998},
 title = {The Secret of the Lost City},
 publisher = {{Princeton University Press}},
 editor = {R{\""o}sener, Lennox},
 note = {Degree of Guilt}
}


"
"Carlo Seibold Niendorf and Bastian Adkins. 1991. The Art of Rivalry: Four Friendships, Betrayals, and Breakthroughs in Modern Art. Cambridge University Press, Rusocice.
"|acm|book|"@book{Niendorf.1991,
 author = {Niendorf, Carlo Seibold and Adkins, Bastian},
 year = {1991},
 title = {The Art of Rivalry: Four Friendships, Betrayals, and Breakthroughs in Modern Art},
 publisher = {{Cambridge University Press}},
 month = {February},
 address = {Rusocice}
}


"
"Ehrentrud Nienstedt. 1980. Taking the Ferry Home. Dilara Franke (Ed.). Hachette Book Group USA.
"|acm|book|"@book{Nienstedt.1980,
 author = {Nienstedt, Ehrentrud},
 year = {1980},
 title = {Taking the Ferry Home},
 publisher = {{Hachette Book Group USA}},
 month = {December},
 editor = {Franke, Dilara}
}


"
