BibTeX;Style;Referenzstring
"@Inproceedings{Trehan2003AuxiliaryPS,
 author = {N. Trehan},
 title = {Auxiliary Power System Neutral Grounding and its Performance in Nuclear Power Plants},
 year = {2003}
}
";plain;"N. Trehan. Auxiliary Power System Neutral Grounding and its Performance in Nuclear Power Plants. 2003.
"
"@Article{Nair2016PUBLICHI,
 author = {M. S. Nair and V. Naidu},
 booktitle = {BMJ Global Health},
 journal = {BMJ Global Health},
 pages = {A19 - A19},
 title = {PUBLIC HEALTH INTERVENTIONS BY LOCAL GOVERNMENTS IN KERALA: AN EFFECTIVENESS ANALYSIS},
 volume = {1},
 year = {2016}
}
";plain;"M. S. Nair and V. Naidu. Public health interventions by local governments in kerala: an effectiveness analysis. BMJ Global Health, 1:A19 - A19, 2016.
"
"@Article{Yu-ming2009MechanicalBO,
 author = {Zhang Yu-ming},
 journal = {Journal of Hohai University},
 title = {Mechanical behaviors of RC columns subjected to fire on four sides under different cooling gypes},
 year = {2009}
}
";plain;"Zhang Yu-ming. Mechanical behaviors of rc columns subjected to fire on four sides under different cooling gypes. Journal of Hohai University, 2009.
"
"@Article{Mutschlechner2023BeyondCC,
 author = {Mira Mutschlechner and A. Walter and Katrin Bach and H. Schöbel},
 booktitle = {Coatings},
 journal = {Coatings},
 title = {Beyond Cultivation: Combining Culture-Dependent and Culture-Independent Techniques to Identify Bacteria Involved in Paint Spoilage},
 year = {2023}
}
";plain;"Mira Mutschlechner, A. Walter, Katrin Bach, and H. Schöbel. Beyond cultivation: combining culture-dependent and culture-independent techniques to identify bacteria involved in paint spoilage. Coatings, 2023.
"
"@Article{Morales-Hurtado2015ANW,
 author = {M. Morales-Hurtado and Xiangqiong Zeng and P. Gonzalez-Rodriguez and J. E. Elshof and E. V. D. Heide},
 booktitle = {Journal of The Mechanical Behavior of Biomedical Materials},
 journal = {Journal of the mechanical behavior of biomedical materials},
 pages = {
          305-17
        },
 title = {A new water absorbable mechanical Epidermal skin equivalent: the combination of hydrophobic PDMS and hydrophilic PVA hydrogel.},
 volume = {46},
 year = {2015}
}
";plain;"M. Morales-Hurtado, Xiangqiong Zeng, P. Gonzalez-Rodriguez, J. E. Elshof, and E. V. D. Heide. A new water absorbable mechanical epidermal skin equivalent: the combination of hydrophobic pdms and hydrophilic pva hydrogel. Journal of the mechanical behavior of biomedical materials, 46:305-17, 2015.
"
"@Inproceedings{Fauris1997TheCT,
 author = {C. Fauris and C. Danglot and R. Vilaginés},
 title = {The cytotoxicity tests applied to water intended for human consumption [genotoxic test].},
 year = {1997}
}
";plain;"C. Fauris, C. Danglot, and R. Vilaginés. The cytotoxicity tests applied to water intended for human consumption [genotoxic test]. 1997.
"
"@Article{Choudhury2016NanostructuredPT,
 author = {Sipra Choudhury and C. Betty and K. Bhattacharyya and V. Saxena and D. Bhattacharya},
 booktitle = {ACS Applied Materials and Interfaces},
 journal = {ACS applied materials & interfaces},
 pages = {
          16997-7003
        },
 title = {Nanostructured PdO Thin Film from Langmuir-Blodgett Precursor for Room-Temperature H2 Gas Sensing.},
 volume = {8 26},
 year = {2016}
}
";plain;"Sipra Choudhury, C. Betty, K. Bhattacharyya, V. Saxena, and D. Bhattacharya. Nanostructured pdo thin film from langmuir-blodgett precursor for room-temperature h2 gas sensing. ACS applied materials & interfaces, 8 26:16997-7003, 2016.
"
"@Inproceedings{Anjum2013DevelopmentOQ,
 author = {Varisha Anjum and S. Ansari and K. J. Naquvi and P. Arora and Adil Ahmad},
 pages = {370-376},
 title = {Development of quality standards of Carica Papaya Linn. leaves},
 volume = {5},
 year = {2013}
}
";plain;"Varisha Anjum, S. Ansari, K. J. Naquvi, P. Arora, and Adil Ahmad. Development of quality standards of Carica Papaya Linn. leaves. 2013.
"
"@Article{Latif2022EstimatingEE,
 author = {M. Latif and M. Sarwar and R. Farooq and Nadeem Shaukat and Shoaib Ali and Abrar Hashmi and M. Tariq},
 booktitle = {Water},
 journal = {Water},
 title = {Estimating Energy Efficient Design Parameters for Trash Racks at Low Head Hydropower Stations},
 year = {2022}
}
";plain;"M. Latif, M. Sarwar, R. Farooq, Nadeem Shaukat, Shoaib Ali, Abrar Hashmi, and M. Tariq. Estimating energy efficient design parameters for trash racks at low head hydropower stations. Water, 2022.
"
"@Inproceedings{Damen2015IntestinalPA,
 author = {J. Damen and E. U. Cosmas and C. Damak},
 title = {Intestinal Parasitosis among Food Handlers in Jos, North Central Nigeria},
 year = {2015}
}
";plain;"J. Damen, E. U. Cosmas, and C. Damak. Intestinal Parasitosis among Food Handlers in Jos, North Central Nigeria. 2015.
"
"@Inproceedings{Hanson1986ContainmentVA,
 author = {D. Hanson and H. Blackman and W. Nelson and R. E. Wright and M. Leonard and R. Disalvo},
 title = {Containment venting analysis for the Peach Bottom Atomic Power Station},
 year = {1986}
}
";plain;"D. Hanson, H. Blackman, W. Nelson, R. E. Wright, M. Leonard, and R. Disalvo. Containment venting analysis for the Peach Bottom Atomic Power Station. 1986.
"
"@Article{Song2020OverallPW,
 author = {Xueling Song and Guangfeng Wei and Jiao Sun and Chengdong Peng and Jinlin Yin and Xu Zhang and Yilin Jiang and Honghan Fei},
 booktitle = {Nature Catalysis},
 journal = {Nature Catalysis},
 pages = {1027 - 1033},
 title = {Overall photocatalytic water splitting by an organolead iodide crystalline material},
 volume = {3},
 year = {2020}
}
";plain;"Xueling Song, Guangfeng Wei, Jiao Sun, Chengdong Peng, Jinlin Yin, Xu Zhang, Yilin Jiang, and Honghan Fei. Overall photocatalytic water splitting by an organolead iodide crystalline material. Nature Catalysis, 3:1027 - 1033, 2020.
"
"@Article{Summers2008TrappingSA,
 author = {M. Summers and D. Burnham and D. Mcgloin},
 booktitle = {Optics Express},
 journal = {Optics express},
 pages = {
          7739-47
        },
 title = {Trapping solid aerosols with optical tweezers: a comparison between gas and liquid phase optical traps.},
 volume = {16 11},
 year = {2008}
}
";plain;"M. Summers, D. Burnham, and D. Mcgloin. Trapping solid aerosols with optical tweezers: a comparison between gas and liquid phase optical traps. Optics express, 16 11:7739-47, 2008.
"
"@Article{Hardy1992ASO,
 author = {A. Hardy},
 booktitle = {Medicina e historia},
 journal = {Medical History},
 pages = {103 - 104},
 title = {A science of impurity: water analysis in nineteenth century Britain},
 volume = {36},
 year = {1992}
}
";plain;"A. Hardy. A science of impurity: water analysis in nineteenth century britain. Medical History, 36:103 - 104, 1992.
"
"@Inproceedings{Marston1994OscillatoryDO,
 author = {P. Marston and E. Trinh and J. Depew and T. Asaki},
 title = {Oscillatory Dynamics of Single Bubbles and Agglomeration in a Sound Field in Microgravity},
 year = {1994}
}
";plain;"P. Marston, E. Trinh, J. Depew, and T. Asaki. Oscillatory Dynamics of Single Bubbles and Agglomeration in a Sound Field in Microgravity. 1994.
"
"@Article{Schweers2014PopulationDO,
 author = {Tanja Schweers and M. Wolff and V. Koch and Francisco Duarte},
 booktitle = {Revista de Biología Tropical},
 journal = {Revista de biologia tropical},
 pages = {
          1003-17
        },
 title = {Population dynamics of Megapitaria squalida (Bivalvia: Veneridae) at Magdalena Bay, Baja California Sur, Mexico.},
 volume = {54 3},
 year = {2014}
}
";plain;"Tanja Schweers, M. Wolff, V. Koch, and Francisco Duarte. Population dynamics of megapitaria squalida (bivalvia: veneridae) at magdalena bay, baja california sur, mexico. Revista de biologia tropical, 54 3:1003-17, 2014.
"
"@Article{Beszédes2008EnhancingOB,
 author = {S. Beszédes and Z. László and G. Szabó and C. Hodúr},
 journal = {Hungarian Journal of Industrial Chemistry},
 title = {Enhancing of Biodegradability of Sewage Sludge by Microwave Irradiation},
 volume = {36},
 year = {2008}
}
";plain;"S. Beszédes, Z. László, G. Szabó, and C. Hodúr. Enhancing of biodegradability of sewage sludge by microwave irradiation. Hungarian Journal of Industrial Chemistry, 2008.
"
"@Inproceedings{박홍식2005CleaningMF,
 author = {박홍식},
 title = {Cleaning material for display device and method for manufacturing thin film transistor array panel using the same},
 year = {2005}
}
";plain;"박홍식. Cleaning material for display device and method for manufacturing thin film transistor array panel using the same. 2005.
"
"@Article{Jinbao2005ANR,
 author = {Wan Jinbao and L. Xinzheng and Tan Zhiyuan},
 journal = {Chinese Journal of Oceanology and Limnology},
 pages = {118-120},
 title = {A new radiolarian speciesClathrocorys gracilis from northern South China Sea},
 volume = {23},
 year = {2005}
}
";plain;"Wan Jinbao, L. Xinzheng, and Tan Zhiyuan. A new radiolarian speciesclathrocorys gracilis from northern south china sea. Chinese Journal of Oceanology and Limnology, 23:118-120, 2005.
"
"@Inproceedings{Singh2020DevelopmentOB,
 author = {R. Singh and S. Mishra and Balasubramanian Velramar and Priya Ranjan Kumar},
 pages = {215-225},
 title = {Development of biologically-based activated carbon for advanced water and wastewater treatment process},
 year = {2020}
}
";plain;"R. Singh, S. Mishra, Balasubramanian Velramar, and Priya Ranjan Kumar. Development of biologically-based activated carbon for advanced water and wastewater treatment process. 2020.
"
"@Article{Liu2023BiomineralizationBA,
 author = {Xiang Liu and Wanqing Ren and M. Lin and X. Tan and Chunli Wan},
 booktitle = {Environmental Research},
 journal = {Environmental research},
 pages = {
          116183
        },
 title = {Biomineralization behavior and mechanism of microbial-mediated removal of arsenate from water.},
 year = {2023}
}
";plain;"Xiang Liu, Wanqing Ren, M. Lin, X. Tan, and Chunli Wan. Biomineralization behavior and mechanism of microbial-mediated removal of arsenate from water. Environmental research, pages 116183, 2023.
"
"@Article{Kong2020ProteinsFL,
 author = {B. Kong and K. Teoh and N. Tan and C. Tan and S. Ng and S. Fung},
 booktitle = {PeerJ},
 journal = {PeerJ},
 title = {Proteins from Lignosus tigris with selective apoptotic cytotoxicity towards MCF7 cell line and suppresses MCF7-xenograft tumor growth},
 volume = {8},
 year = {2020}
}
";plain;"B. Kong, K. Teoh, N. Tan, C. Tan, S. Ng, and S. Fung. Proteins from lignosus tigris with selective apoptotic cytotoxicity towards mcf7 cell line and suppresses mcf7-xenograft tumor growth. PeerJ, 2020.
"
"@Article{Coveney1988ExperimentalEO,
 author = {M. Coveney and R. Wetzel},
 booktitle = {Applied and Environmental Microbiology},
 journal = {Applied and Environmental Microbiology},
 pages = {2018 - 2026},
 title = {Experimental Evaluation of Conversion Factors for the [3H]Thymidine Incorporation Assay of Bacterial Secondary Productivity},
 volume = {54},
 year = {1988}
}
";plain;"M. Coveney and R. Wetzel. Experimental evaluation of conversion factors for the [3h]thymidine incorporation assay of bacterial secondary productivity. Applied and Environmental Microbiology, 54:2018 - 2026, 1988.
"
"@Article{Morrison1984AWE,
 author = {H. Morrison and C. Bernasconi and G. Pandey},
 booktitle = {Photochemistry and Photobiology},
 journal = {Photochemistry and Photobiology},
 title = {A WAVELENGTH EFFECT ON UROCANIC ACID E/Z PHOTOISOMERIZATION *},
 volume = {40},
 year = {1984}
}
";plain;"H. Morrison, C. Bernasconi, and G. Pandey. A wavelength effect on urocanic acid e/z photoisomerization *. Photochemistry and Photobiology, 1984.
"
"@Conference{Hoshitha2022PerviousCA,
 author = {T. S. S. Hoshitha and A. Mallinadh Kashyap and T. Chandrasekhar Rao},
 booktitle = {IOP Conference Series: Earth and Environment},
 journal = {IOP Conference Series: Earth and Environmental Science},
 title = {Pervious Concrete: An Overview and Experimental Study},
 volume = {982},
 year = {2022}
}
";plain;"T. S. S. Hoshitha, A. Mallinadh Kashyap, and T. Chandrasekhar Rao. Pervious concrete: an overview and experimental study. In IOP Conference Series: Earth and Environment, volume 982. 2022.
"
"@Inproceedings{Ho2014SpectralDO,
 author = {Suzanna Ho},
 title = {Spectral Decomposition of the Scattered Light due to Deposits on the Solar Panel Surface, and Cross Correlated to Power Loss},
 year = {2014}
}
";plain;"Suzanna Ho. Spectral Decomposition of the Scattered Light due to Deposits on the Solar Panel Surface, and Cross Correlated to Power Loss. 2014.
"
"@Inproceedings{Joseph2021MooredBO,
 author = {K. J. Joseph and M. Harikrishnan and G. Rajesh and K. Premkumar},
 title = {Moored buoy observations in Arabian Sea warm pool},
 year = {2021}
}
";plain;"K. J. Joseph, M. Harikrishnan, G. Rajesh, and K. Premkumar. Moored buoy observations in Arabian Sea warm pool. 2021.
"
"@Inproceedings{Jakobi2020CorrigendumEE,
 author = {J. Jakobi and J. Huisman and M. Schrön and J. Fiedler and C. Brogi and H. Vereecken and H. Bogena},
 booktitle = {Frontiers in Water},
 title = {Corrigendum: Error Estimation for Soil Moisture Measurements With Cosmic Ray Neutron Sensing and Implications for Rover Surveys},
 volume = {2},
 year = {2020}
}
";plain;"J. Jakobi, J. Huisman, M. Schrön, J. Fiedler, C. Brogi, H. Vereecken, and H. Bogena. Corrigendum: Error Estimation for Soil Moisture Measurements With Cosmic Ray Neutron Sensing and Implications for Rover Surveys. 2020.
"
"@Article{Shilliday2023DestabilisationOW,
 author = {E. R. Shilliday and N. Ling and E. Fridjonsson and B. Graham and M. Johns},
 booktitle = {Geoenergy Science and Engineering},
 journal = {Geoenergy Science and Engineering},
 title = {Destabilisation of water-in-crude oil emulsionss using inorganic acids: The role of counter-ions and malonic acid},
 year = {2023}
}
";plain;"E. R. Shilliday, N. Ling, E. Fridjonsson, B. Graham, and M. Johns. Destabilisation of water-in-crude oil emulsionss using inorganic acids: the role of counter-ions and malonic acid. Geoenergy Science and Engineering, 2023.
"
"@Article{Zhou2024EfficientHE,
 author = {Yang Zhou and Kunfeng Zhao and Chenhao Shi and Haojie Ma and Dingwang Yuan and Zhiguo Yi},
 booktitle = {Journal of the Electrochemical Society},
 journal = {Journal of The Electrochemical Society},
 title = {Efficient Hydrogen Evolution Electrocatalyst: MoN/Ni3N/NF Coupled with Methanol Oxidation Reaction for Formate Production in Alkaline Media},
 year = {2024}
}
";plain;"Yang Zhou, Kunfeng Zhao, Chenhao Shi, Haojie Ma, Dingwang Yuan, and Zhiguo Yi. Efficient hydrogen evolution electrocatalyst: mon/ni3n/nf coupled with methanol oxidation reaction for formate production in alkaline media. Journal of The Electrochemical Society, 2024.
"
"@Article{Zhengzhou1998StudyOD,
 author = {Yrcc Zhengzhou},
 journal = {Soil and Water Conservation in China},
 title = {Study of Determining Key Harnessing Areas of Soil and Water Loss in the Yellow River Basin},
 year = {1998}
}
";plain;"Yrcc Zhengzhou. Study of determining key harnessing areas of soil and water loss in the yellow river basin. Soil and Water Conservation in China, 1998.
"
"@Article{Mihlbachler2012PalaeodemographicsOS,
 author = {Matthew C. Mihlbachler},
 journal = {Biological Journal of The Linnean Society},
 pages = {41-56},
 title = {Palaeodemographics of small-bodied mammals in Pleistocene environments: a case study of muskrats (Ondatra zibethicus: Rodentia: Muridae) from north Florida},
 volume = {106},
 year = {2012}
}
";plain;"Matthew C. Mihlbachler. Palaeodemographics of small-bodied mammals in pleistocene environments: a case study of muskrats (ondatra zibethicus: rodentia: muridae) from north florida. Biological Journal of The Linnean Society, 106:41-56, 2012.
"
"@Inproceedings{Dutt1975MultipurposeST,
 author = {G. Dutt and T. Mccreary},
 title = {Multipurpose salt treated water harvesting system},
 year = {1975}
}
";plain;"G. Dutt and T. Mccreary. Multipurpose salt treated water harvesting system. 1975.
"
